make,model,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_comb,co2_emissions
HONDA,,STATION WAGON - SMALL,1.8,4,AV,X,8.3,6.9,7.7,180
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,AV7,X,8.3,6.9,7.7,180
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,M6,X,9.4,7.1,8.4,195
HONDA,,STATION WAGON - SMALL,1.8,4,AV,X,8.9,7.5,8.2,194
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV7,X,8.9,7.5,8.2,194
HONDA,ODYSSEY,MINIVAN,3.5,6,A6,X,12.3,8.6,10.7,251
HONDA,,SUV - SMALL,3.5,6,A6,X,12.4,8.8,10.8,254
HONDA,,SUV - SMALL,3.5,6,A6,X,13.0,9.3,11.3,266
HONDA,PILOT AWD,SUV - SMALL,3.5,6,AS9,X,12.4,9.3,11.0,256
HONDA,,PICKUP TRUCK - STANDARD,3.5,6,A6,X,12.8,9.5,11.3,264
HYUNDAI,,COMPACT,1.6,4,AS6,X,8.9,6.6,7.9,182
HYUNDAI,,COMPACT,1.6,4,M6,X,8.8,6.5,7.8,184
HYUNDAI,ELANTRA,MID-SIZE,2.0,4,AS6,,8.3,6.4,7.4,174
HYUNDAI,ELANTRA,MID-SIZE,2.0,4,M6,X,9.1,6.6,8.0,187
HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,AS6,X,9.8,7.3,8.7,206
HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,M6,X,9.8,7.2,8.7,204
HYUNDAI,IONIQ,FULL-SIZE,1.6,4,AM6,X,4.3,4.4,4.4,103
HYUNDAI,IONIQ BLUE,FULL-SIZE,1.6,4,AM6,X,4.2,4.0,4.1,96
HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,AS6,X,12.9,9.4,11.3,265
HYUNDAI,SANTA FE AWD,SUV - SMALL,3.3,6,AS6,X,13.0,9.7,11.5,269
HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,AS6,X,11.1,8.6,10.0,235
HYUNDAI,,SUV - SMALL,2.0,4,AS6,X,12.5,9.6,11.2,264
HYUNDAI,,SUV - SMALL,2.4,4,AS6,X,12.0,9.1,10.7,253
HYUNDAI,SANTA FE ULTIMATE AWD,SUV - SMALL,3.3,6,AS6,X,13.9,10.8,12.5,295
HYUNDAI,SONATA,FULL-SIZE,2.0,4,AS6,X,10.5,7.6,9.2,216
HYUNDAI,,FULL-SIZE,2.4,4,AS6,X,9.4,6.7,8.2,194
HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,,4,AS6,X,10.0,7.2,8.7,207
HYUNDAI,SONATA HYBRID,MID-SIZE,2.0,4,AS6,X,6.3,5.7,6.0,143
HYUNDAI,,MID-SIZE,2.0,4,AS6,X,6.0,5.3,5.7,137
HYUNDAI,,SUV - SMALL,1.6,4,AM7,X,9.9,8.5,9.3,221
HYUNDAI,TUCSON,SUV - SMALL,2.0,4,AS6,X,10.1,7.8,9.0,213
HYUNDAI,TUCSON AWD,SUV - SMALL,2.0,4,AS6,X,11.0,9.1,10.2,241
HYUNDAI,,COMPACT,1.6,4,AM6,X,8.3,6.7,7.6,180
HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,8.9,6.9,8.0,188
HYUNDAI,,COMPACT,1.6,4,AS6,X,8.9,7.3,8.2,193
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,9.4,7.2,8.4,200
INFINITI,Q50 AWD,MID-SIZE,2.0,4,AS7,Z,10.7,8.4,9.6,226
INFINITI,Q50 AWD,MID-SIZE,3.0,6,AS7,Z,12.6,8.8,10.9,256
INFINITI,Q50S RED SPORT AWD,MID-SIZE,3.0,6,AS7,Z,12.3,9.2,10.9,257
INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,9.1,7.7,8.5,200
INFINITI,Q60 AWD,SUBCOMPACT,2.0,4,AS7,Z,11.2,8.5,10.0,233
INFINITI,,SUBCOMPACT,3.0,6,AS7,Z,12.4,8.8,10.8,253
INFINITI,Q60S RED SPORT AWD,SUBCOMPACT,3.0,6,AS7,Z,12.5,9.2,11.0,259
INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,13.2,9.8,11.7,274
INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,14.9,10.2,12.8,300
INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,8.4,7.1,7.8,184
INFINITI,QX30,COMPACT,2.0,4,AM7,Z,9.7,7.1,8.5,200
INFINITI,QX30 AWD,COMPACT,2.0,4,AM7,Z,10.6,8.0,9.4,221
INFINITI,,STATION WAGON - SMALL,3.7,6,AS7,Z,13.7,9.8,11.9,280
INFINITI,,SUV - SMALL,3.5,6,AV7,Z,11.9,8.8,10.5,246
INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,12.5,9.1,10.9,257
INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV7,X,9.5,8.6,9.1,214
INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,14.5,10.8,12.8,301
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.2,15.1,355
JAGUAR,,SUV - SMALL,3.0,6,AS8,Z,13.3,10.0,11.8,277
JAGUAR,,TWO-SEATER,3.0,6,AS8,Z,11.9,8.5,10.4,242
JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,M6,Z,14.9,9.8,12.6,296
JAGUAR,,TWO-SEATER,3.0,6,AS8,Z,11.9,8.5,10.4,242
JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6,M6,Z,14.9,9.8,12.6,296
JAGUAR,F-TYPE R CONVERTIBLE AWD,TWO-SEATER,5.0,8,AS8,Z,15.6,10.4,13.3,311
JAGUAR,F-TYPE R COUPE AWD,TWO-SEATER,5.0,8,AS6,Z,15.6,10.4,13.3,311
JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Z,12.4,,10.8,253
JAGUAR,,TWO-SEATER,3.0,6,M6,Z,15.3,10.0,12.9,302
JAGUAR,F-TYPE S CONVERTIBLE AWD,TWO-SEATER,3.0,6,AS8,Z,13.0,9.2,11.3,265
JAGUAR,,TWO-SEATER,3.0,6,AS8,Z,12.4,8.8,10.8,253
JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6,M6,Z,15.3,10.0,12.9,302
JAGUAR,,TWO-SEATER,3.0,6,AS8,Z,13.0,9.2,11.3,265
JAGUAR,XE 20d AWD,COMPACT,2.0,4,AS8,D,7.8,5.8,6.9,186
JAGUAR,XE 35t AWD,COMPACT,3.0,6,AS8,Z,11.8,8.2,10.2,238
JAGUAR,XF 20d AWD,MID-SIZE,2.0,4,AS8,D,7.8,5.8,6.9,186
JAGUAR,XF 35t AWD,MID-SIZE,3.0,6,AS8,Z,12.0,8.4,10.4,243
JAGUAR,XJ R-SPORT 3.0 AWD,FULL-SIZE,3.0,6,AS8,Z,14.0,9.0,11.8,276
JAGUAR,XJL PORTFOLIO 3.0 AWD,FULL-SIZE,3.0,6,AS8,,14.0,9.4,11.9,280
JAGUAR,,FULL-SIZE,5.0,8,AS8,Z,15.8,10.3,13.3,313
JAGUAR,XJR  LWB,FULL-SIZE,5.0,8,AS8,Z,15.8,10.3,13.3,313
JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,11.0,7.8,9.6,225
JEEP,,SUV - SMALL,3.2,6,A9,X,11.4,8.3,10.0,234
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,2.4,4,A9,X,11.3,8.4,10.0,235
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,3.2,6,A9,X,11.6,8.6,10.3,241
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,8.7,10.2,240
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A9,X,12.8,9.0,11.1,259
JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,2.4,4,A9,X,12.1,9.4,10.9,256
JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,3.2,6,A9,X,12.9,9.9,11.6,269
JEEP,,SUV - SMALL,2.0,4,AV,X,10.8,9.0,10.0,235
JEEP,COMPASS,SUV - SMALL,2.0,4,M5,,10.3,7.9,9.3,216
JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,11.3,,10.1,238
JEEP,COMPASS,SUV - SMALL,2.4,4,M5,,10.2,8.3,9.3,219
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A6,X,11.7,9.2,10.6,249
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,259
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,10.6,8.7,9.8,230
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,265
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,5.7,8,A8,X,16.6,10.7,14.0,328
JEEP,GRAND CHEROKEE SRT8,SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,368
JEEP,,SUV - SMALL,2.4,4,A6,X,10.6,7.6,9.3,218
JEEP,NEW COMPASS,SUV - SMALL,2.4,4,M6,X,10.4,,9.0,211
JEEP,NEW COMPASS 4X4,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,222
JEEP,NEW COMPASS 4X4,SUV - SMALL,2.4,4,M6,X,10.8,7.6,9.4,221
JEEP,PATRIOT,SUV - SMALL,2.0,4,AV,X,10.8,9.0,10.0,235
JEEP,PATRIOT,SUV - SMALL,2.0,4,M5,X,10.3,7.9,9.3,216
JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.3,8.7,10.1,238
JEEP,,SUV - SMALL,2.4,4,M5,X,10.2,8.3,9.3,219
JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,A6,X,11.7,9.2,10.6,249
JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,259
JEEP,,SUV - SMALL,2.4,4,M5,X,10.6,8.7,9.8,230
JEEP,RENEGADE,SUV - SMALL,1.4,4,M6,X,9.9,7.7,8.9,209
JEEP,,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,222
JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,E,14.4,10.2,12.5,206
JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4,M6,X,9.9,7.7,8.9,211
JEEP,,SUV - SMALL,2.4,4,A9,X,11.2,8.2,9.8,230
JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,A5,X,14.1,11.1,12.8,299
JEEP,,SUV - SMALL,3.6,6,M6,X,14.2,11.0,12.8,298
JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,A5,X,14.7,11.7,13.4,313
JEEP,,SUV - SMALL,3.6,6,M6,X,15.0,11.4,13.3,312
KIA,CADENZA,FULL-SIZE,3.3,6,AS8,X,11.5,8.5,10.2,237
KIA,FORTE (MPI),MID-SIZE,2.0,4,AS6,X,7.9,6.3,7.2,170
KIA,FORTE (GDI),MID-SIZE,2.0,4,AS6,X,9.4,7.0,8.3,198
KIA,FORTE,MID-SIZE,2.0,4,M6,X,9.4,6.8,8.3,195
KIA,FORTE 5,FULL-SIZE,1.6,4,AM7,X,9.4,7.9,8.7,207
KIA,FORTE 5,FULL-SIZE,2.0,4,AS6,X,9.7,7.0,8.3,197
KIA,FORTE 5,FULL-SIZE,2.0,4,M6,X,9.8,7.3,8.7,204
KIA,FORTE KOUP,COMPACT,1.6,4,AM7,X,9.6,7.4,8.6,204
KIA,FORTE KOUP,COMPACT,1.6,4,M6,X,10.1,8.0,9.2,216
KIA,FORTE KOUP,COMPACT,2.0,4,AS6,X,9.6,7.3,8.6,203
KIA,FORTE KOUP,COMPACT,2.0,4,M6,X,9.9,7.6,8.8,209
KIA,K900,FULL-SIZE,3.8,6,AS8,X,13.8,9.3,11.8,279
KIA,K900,FULL-SIZE,5.0,8,AS8,Z,15.6,10.6,13.3,317
KIA,NIRO,STATION WAGON - SMALL,1.6,4,AM6,X,4.6,5.1,4.8,114
KIA,NIRO FE,STATION WAGON - SMALL,1.6,4,AM6,X,4.5,4.8,4.7,110
KIA,NIRO TOURING,STATION WAGON - SMALL,1.6,4,AM6,X,5.1,5.8,5.4,129
KIA,OPTIMA,FULL-SIZE,2.4,4,AS6,X,9.6,6.8,8.4,198
KIA,,FULL-SIZE,2.4,4,AS6,X,9.3,6.6,8.0,190
KIA,OPTIMA TURBO,FULL-SIZE,2.0,4,AS6,X,10.9,7.6,9.4,224
KIA,,MID-SIZE,2.0,4,AS6,X,6.0,5.1,5.6,132
KIA,RIO,COMPACT,1.6,4,AS6,X,8.8,6.5,7.8,181
KIA,RIO,COMPACT,1.6,4,M6,X,8.8,6.6,7.8,181
KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,AS6,X,9.9,7.6,8.9,210
KIA,SEDONA,MINIVAN,3.3,6,AS6,X,13.2,9.7,11.6,275
KIA,,MINIVAN,3.3,6,AS6,X,12.9,9.5,11.4,269
KIA,,MINIVAN,3.3,6,AS6,X,14.1,10.5,12.5,296
KIA,SORENTO,SUV - SMALL,2.4,4,AS6,X,11.2,8.3,9.9,234
KIA,SORENTO AWD,SUV - SMALL,2.0,4,AS6,X,12.3,9.4,11.0,259
KIA,SORENTO AWD,SUV - SMALL,2.4,4,AS6,X,11.5,9.3,10.5,246
KIA,,SUV - SMALL,3.3,6,AS6,X,14.0,10.1,12.2,289
KIA,SORENTO AWD FE,SUV - SMALL,3.3,6,AS6,X,13.2,9.3,11.4,270
KIA,SOUL,STATION WAGON - SMALL,1.6,4,AS6,X,9.4,7.8,8.7,205
KIA,,STATION WAGON - SMALL,1.6,4,M6,X,9.7,7.8,8.8,208
KIA,SOUL,STATION WAGON - SMALL,2.0,4,AS6,X,9.5,7.8,8.7,206
KIA,SOUL TURBO,STATION WAGON - SMALL,1.6,4,AM7,X,9.1,7.7,8.5,199
KIA,SPORTAGE,SUV - SMALL,2.4,4,AS6,X,10.4,8.0,9.3,220
KIA,SPORTAGE AWD,SUV - SMALL,2.0,4,AS6,X,11.9,10.2,11.1,263
KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,AS6,X,11.3,9.5,10.5,247
LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,AM7,Z,22.2,12.7,17.9,428
LAMBORGHINI,AVENTADOR COUPE LP 740,TWO-SEATER,6.5,12,AM7,Z,23.9,14.5,19.7,461
LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,AM7,Z,23.0,13.5,18.7,438
LAMBORGHINI,AVENTADOR ROADSTER LP 740,TWO-SEATER,6.5,12,AM7,Z,23.9,14.5,19.7,461
LAMBORGHINI,,TWO-SEATER,5.2,10,AM7,Z,16.4,11.4,14.2,331
LAMBORGHINI,HURACAN SPYDER,TWO-SEATER,5.2,10,AM7,Z,16.9,11.8,14.6,340
LAND ROVER,DISCOVERY SPORT,SUV - SMALL,2.0,4,AS9,Z,12.0,9.2,10.7,252
LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2.0,4,AS9,,11.3,8.0,9.8,231
LAND ROVER,RANGE ROVER EVOQUE CONVERTIBLE,SUV - SMALL,2.0,4,AS9,Z,12.0,8.5,10.4,243
LEXUS,CT 200h,COMPACT,1.8,4,AV,X,5.5,5.9,5.7,132
LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,5.8,6.1,5.9,139
LEXUS,,MID-SIZE,3.5,6,AS6,X,11.4,7.7,9.7,226
LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,12.4,9.2,11.0,257
LEXUS,GS 450h,MID-SIZE,3.5,6,AV8,Z,8.0,6.9,7.5,176
LEXUS,GS F,COMPACT,5.0,8,AS8,Z,14.9,,12.5,293
LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,,16.0,12.9,14.6,341
LEXUS,IS 200t,COMPACT,2.0,4,AS8,Z,10.6,7.3,9.1,214
LEXUS,IS 300 AWD,COMPACT,3.5,6,AS6,Z,12.6,9.2,11.0,258
LEXUS,,COMPACT,3.5,6,AS6,Z,12.6,9.2,11.0,258
LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,303
LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,303
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,18.2,13.0,15.8,372
LEXUS,NX 200t AWD,SUV - SMALL,2.0,4,AS6,Z,10.7,8.5,9.7,226
LEXUS,NX 200t AWD F SPORT,SUV - SMALL,2.0,4,AS6,Z,10.8,8.9,9.9,232
LEXUS,,SUV - SMALL,2.5,4,AV6,X,7.2,7.9,7.5,176
LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,AS6,Z,12.6,9.2,11.0,258
LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS6,Z,12.6,9.2,11.0,258
LEXUS,RC F,SUBCOMPACT,5.0,8,AS8,Z,15.2,9.5,12.6,289
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,12.2,9.0,10.8,252
LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,AV6,Z,7.5,8.4,7.9,185
LINCOLN,CONTINENTAL AWD,FULL-SIZE,2.7,6,AS6,X,14.0,9.5,12.0,281
LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.0,6,AS6,X,14.4,9.7,12.3,288
LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.7,6,AS6,X,14.3,9.7,12.2,287
LINCOLN,MKC AWD,SUV - SMALL,2.0,4,AS6,X,12.3,9.3,10.9,256
LINCOLN,MKC AWD (Start/Stop),SUV - SMALL,2.0,4,AS6,X,12.1,9.3,10.8,254
LINCOLN,MKC AWD,SUV - SMALL,2.3,4,AS6,X,13.1,9.4,11.4,268
LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,321
LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14.7,10.2,12.7,298
LINCOLN,MKX AWD,SUV - SMALL,2.7,6,AS6,X,14.1,9.8,12.1,284
LINCOLN,,SUV - SMALL,3.7,6,AS6,X,14.4,10.3,12.5,293
LINCOLN,MKZ,MID-SIZE,2.0,4,AS6,X,11.2,7.6,9.8,230
LINCOLN,,MID-SIZE,3.0,6,AS6,X,13.4,8.7,11.2,264
LINCOLN,MKZ AWD,MID-SIZE,2.0,4,AS6,X,11.8,8.4,10.2,239
LINCOLN,MKZ AWD,MID-SIZE,3.0,6,AS6,,14.0,9.2,11.8,278
LINCOLN,MKZ HYBRID,MID-SIZE,2.0,4,AV,X,5.7,6.2,5.9,139
LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6,AS6,X,15.9,12.0,14.2,333
LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,3.5,6,AS6,X,16.1,12.4,14.5,339
MASERATI,,MID-SIZE,3.0,6,AS8,Z,14.1,9.8,12.4,286
MASERATI,GHIBLI S,MID-SIZE,3.0,6,AS8,Z,14.7,10.0,12.4,293
MASERATI,GHIBLI SQ4,MID-SIZE,3.0,6,AS8,Z,14.7,9.9,12.6,295
MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.4,15.1,355
MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.6,15.2,358
MASERATI,LEVANTE,SUV - STANDARD,3.0,6,AS8,Z,16.8,11.9,14.7,340
MASERATI,,SUV - STANDARD,3.0,6,AS8,Z,16.8,12.4,14.7,346
MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS8,Z,16.1,10.8,13.8,321
MASERATI,QUATTROPORTE S,FULL-SIZE,3.0,6,AS8,Z,14.9,10.3,13.1,300
MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6,AS8,Z,15.0,10.3,13.1,301
MAZDA,CX-3,COMPACT,2.0,4,AS6,X,8.2,6.9,7.6,179
MAZDA,CX-3 4WD,COMPACT,2.0,4,AS6,X,8.8,7.5,8.2,192
MAZDA,CX-5,SUV - SMALL,2.0,4,M6,X,9.4,7.4,8.5,199
MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,9.8,7.7,8.6,204
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,10.2,8.3,9.2,221
MAZDA,CX-9,SUV - SMALL,2.5,4,AS6,X,10.6,8.4,9.6,225
MAZDA,,SUV - SMALL,2.5,4,AS6,X,11.5,8.9,10.4,242
MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,AS6,X,8.4,6.4,7.5,176
MAZDA,,COMPACT,2.0,4,M6,X,8.5,6.2,7.5,175
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.0,4,M6,X,8.5,6.2,7.5,175
MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,8.8,6.6,7.8,182
MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS6,X,8.5,6.4,7.6,176
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,M6,X,9.3,6.9,8.2,194
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4,AS6,X,8.4,6.4,7.5,174
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4,M6,X,8.6,6.4,7.6,178
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,9.0,6.7,7.8,183
MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.7,6.6,7.8,181
MAZDA,,MID-SIZE,2.5,4,M6,X,9.6,7.0,8.4,198
MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,,10.8,,9.6,226
MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,11.1,8.3,9.8,230
MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,9.1,6.7,8.0,187
MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.9,6.7,7.9,186
MAZDA,MAZDA6 (SIL),MID-SIZE,2.5,4,M6,X,9.8,6.9,8.4,196
MAZDA,MX-5,TWO-SEATER,2.0,4,AS6,Z,9.0,6.7,8.0,187
MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4,M6,Z,8.9,7.1,8.1,190
MERCEDES-BENZ,AMG C 63,COMPACT,4.0,8,AS7,Z,13.4,9.6,11.7,273
MERCEDES-BENZ,AMG C 63 CABRIOLET,SUBCOMPACT,4.0,8,AS7,Z,14.0,10.1,12.2,291
MERCEDES-BENZ,AMG C 63 COUPE,SUBCOMPACT,4.0,8,AS7,Z,13.8,10.1,12.1,285
MERCEDES-BENZ,AMG C 63 S,COMPACT,4.0,8,AS7,Z,13.4,9.6,11.7,273
MERCEDES-BENZ,AMG C 63 S CABRIOLET,SUBCOMPACT,4.0,8,AS7,Z,14.0,10.1,12.2,291
MERCEDES-BENZ,AMG C 63 S COUPE,SUBCOMPACT,4.0,8,AS7,Z,13.8,10.1,12.1,285
MERCEDES-BENZ,AMG CLA 45,COMPACT,2.0,4,AS7,Z,10.7,7.6,9.3,221
MERCEDES-BENZ,AMG CLS 63 S 4MATIC,COMPACT,5.5,8,AS7,Z,15.1,10.8,13.1,308
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,5.5,8,AS7,Z,20.0,16.6,18.5,413
MERCEDES-BENZ,AMG G 65,SUV - STANDARD,6.0,12,AS7,Z,22.2,18.0,20.3,467
MERCEDES-BENZ,AMG GLA 45 4MATIC,SUV - SMALL,,4,AS7,Z,11.3,8.5,10.0,233
MERCEDES-BENZ,AMG GLC 43 4MATIC COUPE,SUV - SMALL,3.0,6,A9,Z,17.4,11.1,14.6,353
MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3.0,6,A9,Z,13.6,10.1,12.0,281
MERCEDES-BENZ,AMG GLE 43 4MATIC COUPE,SUV - STANDARD,3.0,6,A9,Z,13.6,10.2,12.0,281
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8,AS7,Z,17.3,13.5,15.6,363
MERCEDES-BENZ,AMG GLE 63 S 4MATIC COUPE,SUV - STANDARD,5.5,8,AS7,Z,17.2,12.8,15.2,363
MERCEDES-BENZ,,SUV - STANDARD,5.5,8,AS7,Z,18.2,14.0,16.3,369
MERCEDES-BENZ,AMG GT COUPE,TWO-SEATER,4.0,8,AS7,Z,14.5,10.8,12.8,303
MERCEDES-BENZ,AMG GT S COUPE,TWO-SEATER,4.0,8,AS7,Z,14.5,10.8,12.8,303
MERCEDES-BENZ,,FULL-SIZE,5.5,8,AS7,Z,15.7,10.1,13.2,313
MERCEDES-BENZ,AMG S 63 CABRIOLET,COMPACT,5.5,8,AS7,Z,16.4,10.6,13.8,322
MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8,AS7,Z,15.3,10.2,13.0,305
MERCEDES-BENZ,AMG S 65,FULL-SIZE,6.0,12,AS7,Z,17.6,10.9,14.6,349
MERCEDES-BENZ,,COMPACT,6.0,12,AS7,Z,17.1,,14.3,348
MERCEDES-BENZ,,COMPACT,6.0,12,AS7,Z,18.7,11.6,15.5,365
MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,AS7,Z,14.7,9.5,12.4,298
MERCEDES-BENZ,AMG SL 65,TWO-SEATER,6.0,12,AS7,Z,17.6,10.8,14.5,340
MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3.0,6,A9,,11.6,8.2,10.1,234
MERCEDES-BENZ,,MID-SIZE,2.0,4,AS7,Z,9.7,,8.3,179
MERCEDES-BENZ,C 300 4MATIC,COMPACT,2.0,4,AS7,Z,10.1,7.8,9.0,212
MERCEDES-BENZ,C 300 4MATIC CABRIOLET,SUBCOMPACT,2.0,4,A9,Z,10.8,8.0,9.5,222
MERCEDES-BENZ,C 300 4MATIC COUPE,SUBCOMPACT,2.0,4,AS7,Z,10.4,8.0,9.3,218
MERCEDES-BENZ,CLA 250,COMPACT,2.0,4,AS7,Z,9.6,6.4,8.1,190
MERCEDES-BENZ,,COMPACT,4.7,8,A9,Z,13.6,9.4,11.7,275
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2.0,4,A9,Z,10.8,8.1,9.5,246
MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3.0,6,A9,Z,11.8,8.6,10.4,245
MERCEDES-BENZ,,STATION WAGON - MID-SIZE,3.0,6,A9,Z,12.4,9.3,11.0,259
MERCEDES-BENZ,E 400 CABRIOLET,SUBCOMPACT,3.0,6,AS7,Z,11.5,8.1,10.0,233
MERCEDES-BENZ,E 400 COUPE,SUBCOMPACT,3.0,6,AS7,Z,11.8,8.4,10.2,239
MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8,AS7,Z,13.7,9.2,11.7,275
MERCEDES-BENZ,,SUBCOMPACT,4.7,8,AS7,Z,13.4,8.9,11.4,268
MERCEDES-BENZ,G 550,SUV - STANDARD,4.0,8,AS7,Z,19.0,16.6,17.9,401
MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4,AS7,Z,10.3,7.6,9.1,212
